Customer Key,Customer Name,First Name,Last Name,Customer Value,Customer Email
"RF-19345","Randy Ferguson","Randy","Ferguson","Low Value","a.ferguson@fp20analytics.com"
"RF-19735","Roland Fjeld","Roland","Fjeld","Low Value","a.fjeld@fp20analytics.com"
"RF-19840","Roy Französisch","Roy","Französisch","Low Value","a.französisch@fp20analytics.com"
"RH-19555","Ritsa Hightower","Ritsa","Hightower","Low Value","a.hightower@fp20analytics.com"
"RH-19600","Rob Haberlin","Rob","Haberlin","Low Value","a.haberlin@fp20analytics.com"
"RK-19300","Ralph Kennedy","Ralph","Kennedy","Low Value","a.kennedy@fp20analytics.com"
"RL-19615","Rob Lucas","Rob","Lucas","Low Value","a.lucas@fp20analytics.com"
"RM-19375","Raymond Messe","Raymond","Messe","Low Value","a.messe@fp20analytics.com"
"RM-19675","Robert Marley","Robert","Marley","Low Value","a.marley@fp20analytics.com"
"RM-19750","Roland Murray","Roland","Murray","Low Value","a.murray@fp20analytics.com"
"RO-19780","Rose O'Brian","Rose","O'Brian","Low Value","a.o'brian@fp20analytics.com"
"RP-19270","Rachel Payne","Rachel","Payne","Low Value","a.payne@fp20analytics.com"
"RP-19390","Resi Pölking","Resi","Pölking","Low Value","a.pölking@fp20analytics.com"
"RP-19855","Roy Phan","Roy","Phan","Low Value","a.phan@fp20analytics.com"
"RR-19315","Ralph Ritter","Ralph","Ritter","Low Value","a.ritter@fp20analytics.com"
"RR-19525","Rick Reed","Rick","Reed","Low Value","a.reed@fp20analytics.com"
"RS-19420","Ricardo Sperren","Ricardo","Sperren","Low Value","a.sperren@fp20analytics.com"
"RS-19765","Roland Schwarz","Roland","Schwarz","Low Value","a.schwarz@fp20analytics.com"
"RS-19870","Roy Skaria","Roy","Skaria","Low Value","a.skaria@fp20analytics.com"
"RW-19540","Rick Wilson","Rick","Wilson","Low Value","a.wilson@fp20analytics.com"
"RW-19690","Robert Waldorf","Robert","Waldorf","Low Value","a.waldorf@fp20analytics.com"
"SA-20830","Sue Ann Reed","Sue","Ann Reed","Low Value","a.ann reed@fp20analytics.com"
"SB-20170","Sarah Bern","Sarah","Bern","Low Value","a.bern@fp20analytics.com"
"SB-20185","Sarah Brown","Sarah","Brown","Low Value","a.brown@fp20analytics.com"
"SB-20290","Sean Braxton","Sean","Braxton","Low Value","a.braxton@fp20analytics.com"
"SC-20020","Sam Craven","Sam","Craven","Low Value","a.craven@fp20analytics.com"
"SC-20050","Sample Company A","Sample","Company A","Low Value","a.company a@fp20analytics.com"
"SC-20095","Sanjit Chand","Sanjit","Chand","Low Value","a.chand@fp20analytics.com"
"SC-20230","Scot Coram","Scot","Coram","Low Value","a.coram@fp20analytics.com"
"SC-20305","Sean Christensen","Sean","Christensen","Low Value","a.christensen@fp20analytics.com"
"SC-20380","Shahid Collister","Shahid","Collister","Low Value","a.collister@fp20analytics.com"
"SC-20440","Shaun Chance","Shaun","Chance","Low Value","a.chance@fp20analytics.com"
"SC-20575","Sonia Cooley","Sonia","Cooley","Low Value","a.cooley@fp20analytics.com"
"SC-20680","Steve Carroll","Steve","Carroll","Low Value","a.carroll@fp20analytics.com"
"SC-20695","Steve Chapman","Steve","Chapman","Low Value","a.chapman@fp20analytics.com"
"SC-20725","Steven Cartwright","Steven","Cartwright","Low Value","a.cartwright@fp20analytics.com"
"SC-20770","Stewart Carmichael","Stewart","Carmichael","Low Value","a.carmichael@fp20analytics.com"
"SC-20800","Stuart Calhoun","Stuart","Calhoun","Low Value","a.calhoun@fp20analytics.com"
"SC-20845","Sung Chung","Sung","Chung","Low Value","a.chung@fp20analytics.com"
"SD-20485","Shirley Daniels","Shirley","Daniels","Low Value","a.daniels@fp20analytics.com"
"SE-20110","Sanjit Engle","Sanjit","Engle","Low Value","a.engle@fp20analytics.com"
"SF-20065","Sandra Flanagan","Sandra","Flanagan","Low Value","a.flanagan@fp20analytics.com"
"SF-20200","Sarah Foster","Sarah","Foster","Low Value","a.foster@fp20analytics.com"
"SF-20965","Sylvia Foulston","Sylvia","Foulston","Low Value","a.foulston@fp20analytics.com"
"SG-20080","Sandra Glassco","Sandra","Glassco","Low Value","a.glassco@fp20analytics.com"
"SG-20605","Speros Goranitis","Speros","Goranitis","Low Value","a.goranitis@fp20analytics.com"
"SG-20890","Susan Gilcrest","Susan","Gilcrest","Low Value","a.gilcrest@fp20analytics.com"
"SH-19975","Sally Hughsby","Sally","Hughsby","Low Value","a.hughsby@fp20analytics.com"
"SH-20395","Shahid Hopkins","Shahid","Hopkins","Low Value","a.hopkins@fp20analytics.com"
"SH-20635","Stefanie Holloman","Stefanie","Holloman","Low Value","a.holloman@fp20analytics.com"
"SJ-20125","Sanjit Jacobs","Sanjit","Jacobs","Low Value","a.jacobs@fp20analytics.com"
"SJ-20215","Sarah Jordon","Sarah","Jordon","Low Value","a.jordon@fp20analytics.com"
"SJ-20500","Shirley Jackson","Shirley","Jackson","Low Value","a.jackson@fp20analytics.com"
"SK-19990","Sally Knutson","Sally","Knutson","Low Value","a.knutson@fp20analytics.com"
"SM-20005","Sally Matthias","Sally","Matthias","Low Value","a.matthias@fp20analytics.com"
"SM-20320","Sean Miller","Sean","Miller","Low Value","a.miller@fp20analytics.com"
"SM-20905","Susan MacKendrick","Susan","MacKendrick","Low Value","a.mackendrick@fp20analytics.com"
"SM-20950","Suzanne McNair","Suzanne","McNair","Low Value","a.mcnair@fp20analytics.com"
"SN-20560","Skye Norling","Skye","Norling","Low Value","a.norling@fp20analytics.com"
"SN-20710","Steve Nguyen","Steve","Nguyen","Low Value","a.nguyen@fp20analytics.com"
"SO-20335","Sean O'Donnell","Sean","O'Donnell","Low Value","a.o'donnell@fp20analytics.com"
"SP-20545","Sibella Parks","Sibella","Parks","Low Value","a.parks@fp20analytics.com"
"SP-20620","Stefania Perrino","Stefania","Perrino","Low Value","a.perrino@fp20analytics.com"
"SP-20650","Stephanie Phelps","Stephanie","Phelps","Low Value","a.phelps@fp20analytics.com"
"SP-20860","Sung Pak","Sung","Pak","Low Value","a.pak@fp20analytics.com"
"SP-20920","Susan Pistek","Susan","Pistek","Low Value","a.pistek@fp20analytics.com"
"SR-20425","Sharelle Roach","Sharelle","Roach","Low Value","a.roach@fp20analytics.com"
"SR-20740","Steven Roelle","Steven","Roelle","Low Value","a.roelle@fp20analytics.com"
"SS-20140","Saphhira Shifley","Saphhira","Shifley","Low Value","a.shifley@fp20analytics.com"
"SS-20410","Shahid Shariari","Shahid","Shariari","Low Value","a.shariari@fp20analytics.com"
"SS-20515","Shirley Schmidt","Shirley","Schmidt","Low Value","a.schmidt@fp20analytics.com"
"SS-20590","Sonia Sunley","Sonia","Sunley","Low Value","a.sunley@fp20analytics.com"
"SS-20875","Sung Shariari","Sung","Shariari","Low Value","a.shariari@fp20analytics.com"
"ST-20530","Shui Tom","Shui","Tom","Low Value","a.tom@fp20analytics.com"
"SU-20665","Stephanie Ulpright","Stephanie","Ulpright","Low Value","a.ulpright@fp20analytics.com"
"SV-20365","Seth Vernon","Seth","Vernon","Low Value","a.vernon@fp20analytics.com"
"SV-20785","Stewart Visinsky","Stewart","Visinsky","Low Value","a.visinsky@fp20analytics.com"
"SV-20815","Stuart Van","Stuart","Van","Low Value","a.van@fp20analytics.com"
"SV-20935","Susan Vittorini","Susan","Vittorini","Low Value","a.vittorini@fp20analytics.com"
"SW-20245","Scot Wooten","Scot","Wooten","Low Value","a.wooten@fp20analytics.com"
"SW-20275","Scott Williamson","Scott","Williamson","Low Value","a.williamson@fp20analytics.com"
"SW-20350","Sean Wendt","Sean","Wendt","Low Value","a.wendt@fp20analytics.com"
"SW-20455","Shaun Weien","Shaun","Weien","Low Value","a.weien@fp20analytics.com"
"SW-20755","Steven Ward","Steven","Ward","Low Value","a.ward@fp20analytics.com"
"SZ-20035","Sam Zeldin","Sam","Zeldin","Low Value","a.zeldin@fp20analytics.com"
"TB-21055","Ted Butterfield","Ted","Butterfield","Low Value","a.butterfield@fp20analytics.com"
"TB-21175","Thomas Boland","Thomas","Boland","Low Value","a.boland@fp20analytics.com"
"TB-21190","Thomas Brumley","Thomas","Brumley","Low Value","a.brumley@fp20analytics.com"
"TB-21250","Tim Brockman","Tim","Brockman","Low Value","a.brockman@fp20analytics.com"
"TB-21280","Toby Braunhardt","Toby","Braunhardt","Low Value","a.braunhardt@fp20analytics.com"
"TB-21355","Todd Boyes","Todd","Boyes","Low Value","a.boyes@fp20analytics.com"
"TB-21400","Tom Boeckenhauer","Tom","Boeckenhauer","Low Value","a.boeckenhauer@fp20analytics.com"
"TB-21595","Troy Blackwell","Troy","Blackwell","Low Value","a.blackwell@fp20analytics.com"
"TB-21625","Trudy Brown","Trudy","Brown","Low Value","a.brown@fp20analytics.com"
"TC-20980","Tamara Chand","Tamara","Chand","Low Value","a.chand@fp20analytics.com"
"TC-21145","Theresa Coyne","Theresa","Coyne","Low Value","a.coyne@fp20analytics.com"
"TC-21295","Toby Carlisle","Toby","Carlisle","Low Value","a.carlisle@fp20analytics.com"
"TC-21475","Tony Chapman","Tony","Chapman","Low Value","a.chapman@fp20analytics.com"
"TC-21535","Tracy Collins","Tracy","Collins","Low Value","a.collins@fp20analytics.com"
"TD-20995","Tamara Dahlen","Tamara","Dahlen","Low Value","a.dahlen@fp20analytics.com"
"TG-21640","Trudy Glocke","Trudy","Glocke","Low Value","a.glocke@fp20analytics.com"
"TH-21100","Thea Hendricks","Thea","Hendricks","Low Value","a.hendricks@fp20analytics.com"
"TH-21115","Thea Hudgings","Thea","Hudgings","Low Value","a.hudgings@fp20analytics.com"
"TH-21235","Tiffany House","Tiffany","House","Low Value","a.house@fp20analytics.com"
"TH-21550","Tracy Hopkins","Tracy","Hopkins","Low Value","a.hopkins@fp20analytics.com"
"TM-21010","Tamara Manning","Tamara","Manning","Low Value","a.manning@fp20analytics.com"
"TM-21490","Tony Molinari","Tony","Molinari","Low Value","a.molinari@fp20analytics.com"
"TP-21130","Theone Pippenger","Theone","Pippenger","Low Value","a.pippenger@fp20analytics.com"
"TP-21415","Tom Prescott","Tom","Prescott","Low Value","a.prescott@fp20analytics.com"
"TP-21565","Tracy Poddar","Tracy","Poddar","Low Value","a.poddar@fp20analytics.com"
"TR-21325","Toby Ritter","Toby","Ritter","Low Value","a.ritter@fp20analytics.com"
"TS-21085","Thais Sissman","Thais","Sissman","Low Value","a.sissman@fp20analytics.com"
"TS-21160","Theresa Swint","Theresa","Swint","Low Value","a.swint@fp20analytics.com"
"TS-21205","Thomas Seio","Thomas","Seio","Low Value","a.seio@fp20analytics.com"
"TS-21340","Toby Swindell","Toby","Swindell","Low Value","a.swindell@fp20analytics.com"
"TS-21370","Todd Sumrall","Todd","Sumrall","Low Value","a.sumrall@fp20analytics.com"
"TS-21430","Tom Stivers","Tom","Stivers","Low Value","a.stivers@fp20analytics.com"
"TS-21505","Tony Sayre","Tony","Sayre","Low Value","a.sayre@fp20analytics.com"
"TS-21610","Troy Staebel","Troy","Staebel","Low Value","a.staebel@fp20analytics.com"
"TS-21655","Trudy Schmidt","Trudy","Schmidt","Low Value","a.schmidt@fp20analytics.com"
"TT-21070","Ted Trevino","Ted","Trevino","Low Value","a.trevino@fp20analytics.com"
"TT-21220","Thomas Thornton","Thomas","Thornton","Low Value","a.thornton@fp20analytics.com"
"TT-21265","Tim Taslimi","Tim","Taslimi","Low Value","a.taslimi@fp20analytics.com"
"TT-21460","Tonja Turnell","Tonja","Turnell","Low Value","a.turnell@fp20analytics.com"
"TW-21025","Tamara Willingham","Tamara","Willingham","Low Value","a.willingham@fp20analytics.com"
"TZ-21580","Tracy Zic","Tracy","Zic","Low Value","a.zic@fp20analytics.com"
"VB-21745","Victoria Brennan","Victoria","Brennan","Low Value","a.brennan@fp20analytics.com"
"VD-21670","Valerie Dominguez","Valerie","Dominguez","Low Value","a.dominguez@fp20analytics.com"
"VF-21715","Vicky Freymann","Vicky","Freymann","Low Value","a.freymann@fp20analytics.com"
"VG-21790","Vivek Gonzalez","Vivek","Gonzalez","Low Value","a.gonzalez@fp20analytics.com"
"VG-21805","Vivek Grady","Vivek","Grady","Low Value","a.grady@fp20analytics.com"
"VM-21685","Valerie Mitchum","Valerie","Mitchum","Low Value","a.mitchum@fp20analytics.com"
"VM-21835","Vivian Mathis","Vivian","Mathis","Low Value","a.mathis@fp20analytics.com"
"VP-21730","Victor Preis","Victor","Preis","Low Value","a.preis@fp20analytics.com"
"VP-21760","Victoria Pisteka","Victoria","Pisteka","Low Value","a.pisteka@fp20analytics.com"
"VS-21820","Vivek Sundaresam","Vivek","Sundaresam","Low Value","a.sundaresam@fp20analytics.com"
"VT-21700","Valerie Takahito","Valerie","Takahito","Low Value","a.takahito@fp20analytics.com"
"VW-21775","Victoria Wilson","Victoria","Wilson","Low Value","a.wilson@fp20analytics.com"
"WB-21850","William Brown","William","Brown","Low Value","a.brown@fp20analytics.com"
"XP-21865","Xylona Preis","Xylona","Preis","Low Value","a.preis@fp20analytics.com"
"YS-21880","Yana Sorensen","Yana","Sorensen","Low Value","a.sorensen@fp20analytics.com"
"ZC-21910","Zuschuss Carroll","Zuschuss","Carroll","Low Value","a.carroll@fp20analytics.com"
"ZD-21925","Zuschuss Donatelli","Zuschuss","Donatelli","Low Value","a.donatelli@fp20analytics.com"
"AC-10450","Amy Cox","Amy","Cox","Mid Value","a.cox@fp20analytics.com"
"AR-10405","Allen Rosenblatt","Allen","Rosenblatt","Mid Value","a.rosenblatt@fp20analytics.com"
"BD-11320","Bill Donatelli","Bill","Donatelli","Mid Value","a.donatelli@fp20analytics.com"
"BE-11335","Bill Eplett","Bill","Eplett","Mid Value","a.eplett@fp20analytics.com"
"BH-11710","Brosina Hoffman","Brosina","Hoffman","Mid Value","a.hoffman@fp20analytics.com"
"BS-11590","Brendan Sweed","Brendan","Sweed","Mid Value","a.sweed@fp20analytics.com"
"CB-12415","Christy Brittain","Christy","Brittain","Mid Value","a.brittain@fp20analytics.com"
"CM-12235","Chris McAfee","Chris","McAfee","Mid Value","a.mcafee@fp20analytics.com"
"DJ-13630","Doug Jacobs","Doug","Jacobs","Mid Value","a.jacobs@fp20analytics.com"
"DK-13225","Dean Katz","Dean","Katz","Mid Value","a.katz@fp20analytics.com"
"DW-13480","Dianna Wilson","Dianna","Wilson","Mid Value","a.wilson@fp20analytics.com"
"EB-13870","Emily Burns","Emily","Burns","Mid Value","a.burns@fp20analytics.com"
"FH-14365","Fred Hopkins","Fred","Hopkins","Mid Value","a.hopkins@fp20analytics.com"
"FM-14215","Filia McAdams","Filia","McAdams","Mid Value","a.mcadams@fp20analytics.com"
"FO-14305","Frank Olsen","Frank","Olsen","Mid Value","a.olsen@fp20analytics.com"
"GH-14485","Gene Hale","Gene","Hale","Mid Value","a.hale@fp20analytics.com"
"GM-14695","Greg Maxwell","Greg","Maxwell","Mid Value","a.maxwell@fp20analytics.com"
"HL-15040","Hunter Lopez","Hunter","Lopez","Mid Value","a.lopez@fp20analytics.com"
"JE-15745","Joel Eaton","Joel","Eaton","Mid Value","a.eaton@fp20analytics.com"
"JE-16165","Justin Ellison","Justin","Ellison","Mid Value","a.ellison@fp20analytics.com"
"JK-15730","Joe Kamberova","Joe","Kamberova","Mid Value","a.kamberova@fp20analytics.com"
"JK-16090","Juliana Krohn","Juliana","Krohn","Mid Value","a.krohn@fp20analytics.com"
"JM-15865","John Murray","John","Murray","High Value","a.murray@fp20analytics.com"
"JO-15280","Jas O'Carroll","Jas","O'Carroll","Mid Value","a.o'carroll@fp20analytics.com"
"JS-15880","John Stevenson","John","Stevenson","Mid Value","a.stevenson@fp20analytics.com"
"LC-16885","Lena Creighton","Lena","Creighton","Mid Value","a.creighton@fp20analytics.com"
"MK-17905","Michael Kennedy","Michael","Kennedy","Mid Value","a.kennedy@fp20analytics.com"
"MM-17920","Michael Moore","Michael","Moore","Mid Value","a.moore@fp20analytics.com"
"MW-18235","Mitch Willingham","Mitch","Willingham","High Value","a.willingham@fp20analytics.com"
"ND-18370","Natalie DeCherney","Natalie","DeCherney","Mid Value","a.decherney@fp20analytics.com"
"OT-18730","Olvera Toch","Olvera","Toch","Mid Value","a.toch@fp20analytics.com"
"PC-18745","Pamela Coakley","Pamela","Coakley","Mid Value","a.coakley@fp20analytics.com"
"PC-19000","Pauline Chand","Pauline","Chand","Mid Value","a.chand@fp20analytics.com"
"PO-19180","Philisse Overcash","Philisse","Overcash","Mid Value","a.overcash@fp20analytics.com"
"RB-19795","Ross Baird","Ross","Baird","Mid Value","a.baird@fp20analytics.com"
"RH-19495","Rick Hansen","Rick","Hansen","Mid Value","a.hansen@fp20analytics.com"
"RH-19510","Rick Huthwaite","Rick","Huthwaite","Mid Value","a.huthwaite@fp20analytics.com"
"RW-19630","Rob Williams","Rob","Williams","Mid Value","a.williams@fp20analytics.com"
"SC-20260","Scott Cohen","Scott","Cohen","Mid Value","a.cohen@fp20analytics.com"
"SG-20470","Sheri Gordon","Sheri","Gordon","Mid Value","a.gordon@fp20analytics.com"
"SL-20155","Sara Luxemburg","Sara","Luxemburg","Mid Value","a.luxemburg@fp20analytics.com"
"TA-21385","Tom Ashbrook","Tom","Ashbrook","High Value","a.ashbrook@fp20analytics.com"
"TB-21520","Tracy Blumstein","Tracy","Blumstein","High Value","a.blumstein@fp20analytics.com"
"TG-21310","Toby Gnade","Toby","Gnade","Mid Value","a.gnade@fp20analytics.com"
"TN-21040","Tanja Norvell","Tanja","Norvell","Mid Value","a.norvell@fp20analytics.com"
"YC-21895","Yoseph Carroll","Yoseph","Carroll","Mid Value","a.carroll@fp20analytics.com"
